pincode,City,DistrictsName,State
110071,New Delhi,South West,Delhi
121007,Faridabad,Faridabad,Haryana
131033,Sonepat,Sonepat,Haryana
140124,Rupnagar,Rupnagar,Punjab
141418,Ludhiana,Ludhiana,Punjab
142021,Ludhiana,Ludhiana,Punjab
142039,Fatehgarh Sahib,Fatehgarh Sahib,Punjab
144630,Kapurthala,Kapurthala,Punjab
160009,Chandigarh,Chandigarh,Chandigarh
193105,Baramulla,Baramulla,Jammu & Kashmir
194106,Leh,Leh,Jammu & Kashmir
202133,Aligarh,Aligarh,Uttar Pradesh
203205,Bulandshahr,Bulandshahr,Uttar Pradesh
205151,Sirsaganj,Mainpuri,Uttar Pradesh
210428,Hamirpur,Hamirpur,Uttar Pradesh
212214,Allahabad,Allahabad,Uttar Pradesh
229208,Raibareilly,Raibareilly,Uttar Pradesh
241126,Hardoi,Hardoi,Uttar Pradesh
263145,Pant Nagar,Nainital,Uttaranchal
271864,Bahraich,Bahraich,Uttar Pradesh
274202,Gauri Bazar,Deoria,Uttar Pradesh
276129,Azamgarh,Azamgarh,Uttar Pradesh
301035,Alwar,Alwar,Rajasthan
304026,Tonk,Tonk,Rajasthan
313014,Udaipur,Udaipur,Rajasthan
313205,Udaipur,Udaipur,Rajasthan
321607,Alwar,Alwar,Rajasthan
322211,Swaimadhopur,Swaimadhopur,Rajasthan
333032,JhunJhunu,JhunJhunu,Rajasthan
333046,JhunJhunu,JhunJhunu,Rajasthan
364210,Bhavnagar,Bhavnagar,Gujarat
382352,Ahmedabad,Ahmedabad,Gujarat
383315,Himatnagar,Sabarkantha,Gujarat
384153,Mahesana,Mahesana,Gujarat
400075,Mumbai,Mumbai,Maharashtra
400703,Thane,Thane,Maharashtra
403501,Panaji,North Goa,Goa
412211,Pune,Pune,Maharashtra
413554,Osmanabad,Osmanabad,Maharashtra
451222,Khargone,West Nimar,Madhya Pradesh
455336,Khategaon,Dewas,Madhya Pradesh
471105,Chhatarpur,Chhatarpur,Madhya Pradesh
483331,Katni,Katni,Madhya Pradesh
495012,Bilaspur,Bilaspur,Himachal Pradesh
496227,Raigarh,Raigarh,Chhattisgarh
497229,Surajpur,Surguja,Chhattisgarh
500253,Hyderabad,Hyderabad,Andhra Pradesh
501527,Ranga Reddy,Ranga Reddy,Andhra Pradesh
505408,Karimnagar,Karimnagar,Andhra Pradesh
507106,Khammam,Khammam,Andhra Pradesh
507206,Khammam,Khammam,Andhra Pradesh
517114,Chittoor,Chittoor,Andhra Pradesh
518382,Kurnool,Kurnool,Andhra Pradesh
522318,Guntur,Guntur,Andhra Pradesh
524305,Nellore,Nellore,Andhra Pradesh
531036,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
563113,Kolar,Kolar,Karnataka
572143,Hiriyur,Tumkur,Karnataka
576112,Mangalore,Dak. Kannada,Karnataka
576116,Mangalore,Dak. Kannada,Karnataka
576272,Mangalore,Dak. Kannada,Karnataka
577511,Hiriyur,Chitradurga,Karnataka
577541,Chitradurga,Chitradurga,Karnataka
580007,Dharwar,Dharwar,Karnataka
581138,Dharwar,Dharwar,Karnataka
581346,Karwar,Uttar Kannada,Karnataka
581373,Karwar,Uttar Kannada,Karnataka
585370,Gulbarga,Gulbarga,Karnataka
600087,Chennai,Chennai,Tamil Nadu
603401,Kancheepuram,Kancheepuram,Tamil Nadu
605006,Pondicherry,Pondicherry,Pondicherry
613009,Thanjavur,Thanjavur,Tamil Nadu
614720,Thanjavur,Thanjavur,Tamil Nadu
614737,Thanjavur,Thanjavur,Tamil Nadu
620007,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
620011,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
622410,Pudukottai,Pudukottai,Tamil Nadu
627417,Ariyalur,Ariyalur,Tamil Nadu
627774,Tirunelveli,Tirunelveli,Tamil Nadu
631061,Vellore,Vellore,Tamil Nadu
631105,Tiruvallur,Tiruvallur,Tamil Nadu
635130,Dharmapuri,Dharmapuri,Tamil Nadu
636403,Salem,Salem,Tamil Nadu
637201,Salem,Salem,Tamil Nadu
639105,Madurai,Madurai,Tamil Nadu
641046,Coimbatore,Coimbatore,Tamil Nadu
670595,Cannanore (Kannur),Kannur,Kerala
670703,Cannanore (Kannur),Kannur,Kerala
673520,Kozhikode,Kozhikode,Kerala
678592,Thrissur,Thrissur,Kerala
679330,Malapuram,Malapuram,Kerala
680509,Thrissur,Thrissur,Kerala
686603,Kottayam,Kottayam,Kerala
686689,Ernakulam,Ernakulam,Kerala
689721,Alappuzha,Alappuzha,Kerala
690560,Alappuzha,Alappuzha,Kerala
691536,Kollam,Kollam,Kerala
700024,Kolkata,Calcutta,West Bengal
713341,Bardhaman,Bardhaman,West Bengal
721429,Egra,Midnapur,West Bengal
722101,Bankura,Bankura,West Bengal
731239,Suri,Birbhum,West Bengal
735133,Jalpaiguri,Jalpaiguri,West Bengal
736121,Alipurduar,Jalpaiguri,West Bengal
742230,Berhampore,Murshidabad,West Bengal
743164,Naihati,North 24 Parganas,West Bengal
752054,Puri,Puri,Orissa
753009,Cuttack,Cuttack,Orissa
757036,Baripara,Mayurbhanj,Orissa
759116,Debagarh,Debagarh,Orissa
761015,Parlakhemundi,Gajapati,Orissa
761108,Chatrapur,Ganjam,Orissa
768030,Sambalpur,Sambalpur,Orissa
768121,Sambalpur,Sambalpur,Orissa
784154,Tezpur,Sonitpur,Assam
784525,Mangaldoi,Darranga,Assam
787052,North Lakhimpur,Lakhimpur,Assam
788701,Karimganj,Karimganj,Assam
793021,MadanRitting,East Khasi Hills,Meghalaya
811212,Munger,Munger,Bihar
821118,Kishanganj,Kishanganj,Bihar
824118,Gaya,Gaya,Bihar
829118,Patratu,Hazaribagh,Jharkhand
841415,Saran,Saran,Bihar
843142,Muzaffarpur,Muzaffarpur,Bihar
848127,Samastipur,Samastipur,Bihar
848142,Samastipur,Samastipur,Bihar
848224,Samastipur,Samastipur,Bihar
848504,Samastipur,Samastipur,Bihar
852101,Madhepura,Madhepura,Bihar
854202,Purnia,Purnia,Bihar
124515,Rohtak,Rohtak,Haryana
124527,Rohtak,Rohtak,Haryana
144525,Hoshiarpur,Hoshiarpur,Punjab
146104,Hoshiarpur,Hoshiarpur,Punjab
173027,Nahan,Sirmour,Himachal Pradesh
177202,Una,Una,Himachal Pradesh
193402,Baramulla,Baramulla,Jammu & Kashmir
206128,Etwah,Etwah,Uttar Pradesh
221722,Ballia,Ballia,Uttar Pradesh
227115,Lucknow,Lucknow,Uttar Pradesh
231215,Mirzapur,Mirzapur,Uttar Pradesh
246487,Gopeshwar,Chamoli,Uttaranchal
263680,Almora,Almora,Uttaranchal
271604,Utraula,Balrampur,Uttar Pradesh
281306,Sadabad,Hathras,Uttar Pradesh
283204,Tundla,Firozabad,Uttar Pradesh
285223,Jalaun,Jalaun,Uttar Pradesh
301042,Alwar,Alwar,Rajasthan
307001,Sirohi,Sirohi,Rajasthan
313202,Udaipur,Udaipur,Rajasthan
313609,Udaipur,Udaipur,Rajasthan
314402,Dungarpur,Dungarpur,Rajasthan
314406,Dungarpur,Dungarpur,Rajasthan
321641,Alwar,Alwar,Rajasthan
323801,Bundi,Bundi,Rajasthan
332032,Sikar,Sikar,Rajasthan
332705,Sikar,Sikar,Rajasthan
332744,Sikar,Sikar,Rajasthan
333501,JhunJhunu,JhunJhunu,Rajasthan
335039,Ganganagar,Ganganagar,Rajasthan
385410,Palanpur,Banaskantha,Gujarat
387220,Nadiad,Kheda,Gujarat
389156,Dohad,Dohad,Gujarat
400039,Mumbai,Mumbai,Maharashtra
400062,Mumbai,Mumbai,Maharashtra
411040,Pune,Pune,Maharashtra
413603,Osmanabad,Osmanabad,Maharashtra
415111,Satara,Satara,Maharashtra
455440,Dewas,Dewas,Madhya Pradesh
470221,Sagar,Sagar,Madhya Pradesh
496111,Gharghoda,Raigarh,Chhattisgarh
496450,Raigarh,Raigarh,Chhattisgarh
501514,Ranga Reddy,Ranga Reddy,Andhra Pradesh
502297,Medak,Medak,Andhra Pradesh
509136,Mahboobnagar,Mahboobnagar,Andhra Pradesh
517142,Chittoor,Chittoor,Andhra Pradesh
517217,Chittoor,Chittoor,Andhra Pradesh
517567,Chittoor,Chittoor,Andhra Pradesh
521175,Krishna,Krishna,Andhra Pradesh
522503,Guntur,Guntur,Andhra Pradesh
530003,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
531211,Vizianagaram,Vizianagaram,Andhra Pradesh
531260,Vizianagaram,Vizianagaram,Andhra Pradesh
533430,Dharmavaram,East Godavari,Andhra Pradesh
533435,East Godavari,East Godavari,Andhra Pradesh
561203,Bangalore,Bangalore,Karnataka
571146,Chamarajanagar,Chamarajanagar,Karnataka
571330,Pavagada,Koduru,Karnataka
571452,Gubbi,Mandya,Karnataka
572213,Tumkur,Tumkur,Karnataka
576127,Mangalore,Dak. Kannada,Karnataka
577211,Shimoga,Shimoga,Karnataka
577593,Chitradurga,Chitradurga,Karnataka
583247,Bellary,Bellary,Karnataka
585337,Gulbarga,Gulbarga,Karnataka
587129,Bilgi,Bijapur,Karnataka
591118,Belgaum,Belgaum,Karnataka
591124,Belgaum,Bijapur,Karnataka
600003,Chennai,Chennai,Tamil Nadu
602106,Tiruvallur,Tiruvallur,Tamil Nadu
606204,Vellore,Vellore,Tamil Nadu
609201,Thanjavur,Thanjavur,Tamil Nadu
623214,Sivaganga,Sivaganga,Tamil Nadu
624051,Dindigul,Dindigul,Tamil Nadu
626562,Madurai,Madurai,Tamil Nadu
629854,Kanyakumari,Kanyakumari,Tamil Nadu
635602,Vellore,Vellore,Tamil Nadu
637210,Salem,Salem,Tamil Nadu
638059,Madurai,Madurai,Tamil Nadu
639103,Madurai,Madurai,Tamil Nadu
643244,Jagathala,The Nilgiri,Tamil Nadu
670643,Cannanore (Kannur),Kannur,Kerala
678010,Thrissur,Thrissur,Kerala
678501,Thrissur,Thrissur,Kerala
680514,Thrissur,Thrissur,Kerala
695312,Trivandrum,Trivandrum,Kerala
713335,Bardhaman,Bardhaman,West Bengal
721211,Medinipur,Midnapur,West Bengal
737138,Gangtok,East Sikkim,Sikkim
742223,Berhampore,Murshidabad,West Bengal
743287,Alipore,North 24 Parganas,West Bengal
743374,Barast,South 24 Parganas,West Bengal
754227,Cuttack,Cuttack,Orissa
761114,Chatrapur,Ganjam,Orissa
781132,Guwahati,Kamrup,Assam
781373,Nalbari,Nalbari,Assam
782127,Nagaon,Nagaon,Assam
783384,Abhayapuri,Goalpara,Assam
786053,Dibrugarh,Dibrugarh,Assam
795146,Imphal,Imphal,Manipur
798615,Mokokchung,Mokokchung,Nagaland
799212,Agartala,West Tripura,Tripura
804401,Jahanabad,Jahanabad,Bihar
804402,Jahanabad,Jahanabad,Bihar
812002,Bhagalpur,Bhagalpur,Bihar
821119,Sasara,Rohtas,Bihar
824232,Gaya,Gaya,Bihar
829202,Palamu,Palamu,Jharkhand
831018,Paschimi Singhbhum,Paschimi Singhbhum,Jharkhand
843346,Sitamarhi,Sitamarhi,Bihar
845308,Betia,West Champaran,Bihar
845459,Betia,West Champaran,Bihar
845468,Motihari,Purba Champaran,Bihar
847232,Madhubani,Madhubani,Bihar
110084,New Delhi,South Delhi,Delhi
126025,Hissar,Hissar,Haryana
131114,Sonepat,Sonepat,Haryana
140307,Rupnagar,Rupnagar,Punjab
144006,Jalandhar,Jalandhar,Punjab
144513,Jalandhar,Jalandhar,Punjab
152121,Ferozepur,Ferozepur,Punjab
171012,Shimla,Shimla,Himachal Pradesh
175131,Kullu,Kullu,Himachal Pradesh
175132,Kullu,Kullu,Himachal Pradesh
176402,Dharamasala,Kangra,Himachal Pradesh
177215,Una,Una,Himachal Pradesh
182126,Udhampur,Udhampur,Jammu & Kashmir
184205,Kathua,Kathua,Jammu & Kashmir
208002,Kanpur,Kanpur,Uttar Pradesh
209821,Unnao,Unnao,Uttar Pradesh
212215,Allahabad,Allahabad,Uttar Pradesh
212503,Allahabad,Allahabad,Uttar Pradesh
227812,Sultanpur,Sultanpur,Uttar Pradesh
241404,Gopamau,Hardoi,Uttar Pradesh
243208,Bareilly,Bareilly,Uttar Pradesh
243633,Bilsi,Badaun,Uttar Pradesh
245403,Bugrasi,Bulandshahr,Uttar Pradesh
255006,Meerut,Meerut,Uttar Pradesh
263624,Almora,Almora,Uttaranchal
274305,Ramkola,Deoria,Uttar Pradesh
284201,Jhansi,Jhansi,Uttar Pradesh
303607,Jaipur,Jaipur,Rajasthan
321211,Bharatpur,Bharatpur,Rajasthan
323022,Bundi,Bundi,Rajasthan
328021,Dholpur,Dholpur,Rajasthan
332313,Sikar,Sikar,Rajasthan
333024,JhunJhunu,JhunJhunu,Rajasthan
333301,JhunJhunu,JhunJhunu,Rajasthan
333310,JhunJhunu,JhunJhunu,Rajasthan
341513,Nagaur,Nagaur,Rajasthan
341529,Nagaur,Nagaur,Rajasthan
361003,Jamnagar,Jamnagar,Gujarat
384210,Mahesana,Mahesana,Gujarat
388330,Anand,Anand,Gujarat
391460,Vadodara,Vadodara,Gujarat
400061,Mumbai,Mumbai,Maharashtra
400087,Mumbai,Mumbai,Maharashtra
401404,Thane,Thane,Maharashtra
403604,Margao,South Goa,Goa
413301,Sholapur,Sholapur,Maharashtra
416803,Oras,Sindhudurg,Maharashtra
425120,Jalgaon,Jalgaon,Maharashtra
431509,Jintur,Parbhani,Maharashtra
441915,Chandrapur,Chandrapur,Maharashtra
486112,Rewa,Rewa,Madhya Pradesh
507001,Khammam,Khammam,Andhra Pradesh
507167,Khammam,Khammam,Andhra Pradesh
508222,Nalgonda,Nalgonda,Andhra Pradesh
517237,Chittoor,Chittoor,Andhra Pradesh
517587,Chittoor,Chittoor,Andhra Pradesh
518442,Kurnool,Kurnool,Andhra Pradesh
518468,Kurnool,Kurnool,Andhra Pradesh
522202,Guntur,Guntur,Andhra Pradesh
522274,Guntur,Guntur,Andhra Pradesh
523125,Prakasam,Prakasam,Andhra Pradesh
523224,Prakasam,Prakasam,Andhra Pradesh
524119,Nellore,Nellore,Andhra Pradesh
532428,Vizianagaram,Vizianagaram,Andhra Pradesh
532592,Vizianagaram,Vizianagaram,Andhra Pradesh
533213,East Godavari,East Godavari,Andhra Pradesh
533447,East Godavari,East Godavari,Andhra Pradesh
534123,Achanta,West Godavari,Andhra Pradesh
561204,Bangalore,Bangalore,Karnataka
571141,Gundlupet,Mysore,Karnataka
571425,Koppa,Chikamaglur,Karnataka
571438,Mandya,Mandya,Karnataka
574173,Mangalore,Dak. Kannada,Karnataka
576219,Mangalore,Dak. Kannada,Karnataka
577443,Sagar,Shimoga,Karnataka
581323,Karwar,Uttar Kannada,Karnataka
583114,Bellary,Bellary,Karnataka
583217,Bellary,Bellary,Karnataka
591102,Belgaum,Belgaum,Karnataka
591128,Belgaum,Belgaum,Karnataka
607106,Panruti,Vellore,Tamil Nadu
608703,Srimushnam,Vellore,Tamil Nadu
612601,Kodavasal,Thanjavur,Tamil Nadu
614618,Thanjavur,Thanjavur,Tamil Nadu
614909,Thanjavur,Thanjavur,Tamil Nadu
620010,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
621012,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
624214,Dindigul,Dindigul,Tamil Nadu
627152,Tirunelveli,Tirunelveli,Tamil Nadu
627602,Tirunelveli,Tirunelveli,Tamil Nadu
627757,Sivagiri,Tirunelveli,Tamil Nadu
628625,Tirunelveli,Tirunelveli,Tamil Nadu
635002,Krishnagiri,Dharmapuri,Tamil Nadu
641402,Coimbatore,Coimbatore,Tamil Nadu
686012,Kottayam,Kottayam,Kerala
690573,Kollam,Kollam,Kerala
700035,Alipore,North 24 Parganas,West Bengal
700065,24 Parganas,South 24 Parganas,West Bengal
713332,Bardhaman,Bardhaman,West Bengal
732126,English Bazar,Malda,West Bengal
736158,Koch Bihar,Coochbehar,West Bengal
741183,Krishnagar,Nadiad,West Bengal
754218,Kendrapara,Kendrapara,Orissa
754281,Cuttack,Cuttack,Orissa
756052,Baleshwar,Baleshwar,Orissa
756053,Baleshwar,Baleshwar,Orissa
781009,Guwahati,Kamrup,Assam
788815,Silchar,Chacher,Assam
801110,Patna,Patna,Bihar
802103,Buxar,Buxar,Bihar
845503,Motihari,Purba Champaran,Bihar
847407,Madhubani,Madhubani,Bihar
122050,Gurgaon,Gurgaon,Haryana
123504,Narnaul,Mohindergarh,Haryana
143510,Gurdaspur,Gurdaspur,Punjab
144404,Hoshiarpur,Hoshiarpur,Punjab
148114,Bhatinda,Bhatinda,Punjab
152003,Fatehgarh Sahib,Fatehgarh Sahib,Punjab
176207,Chamba,Chamba,Himachal Pradesh
181103,Jammu,Jammu,Jammu & Kashmir
190005,Srinagar,Srinagar,Jammu & Kashmir
212655,Khaga,Fatehpur,Uttar Pradesh
224213,Faizabad,Faizabad,Uttar Pradesh
242407,Shahjahanpur,Shahjahanpur,Uttar Pradesh
248145,Dehradun,Dehradun,Uttaranchal
264712,Jaspur,Nainital,Uttaranchal
273408,Gorakhpur,Gorakhpur,Uttar Pradesh
277306,Ballia,Ballia,Uttar Pradesh
281305,Mahaban,Mathura,Uttar Pradesh
283112,Agra,Agra,Uttar Pradesh
311030,Bhilwara,Bhilwara,Rajasthan
313802,Udaipur,Udaipur,Rajasthan
335504,Ganganagar,Ganganagar,Rajasthan
341507,Nagaur,Nagaur,Rajasthan
344709,Barmer,Barmer,Rajasthan
360521,Jamnagar,Jamnagar,Gujarat
361320,Jamnagar,Jamnagar,Gujarat
362733,Junagadh,Junagadh,Gujarat
364296,Bhavnagar,Bhavnagar,Gujarat
385515,Rajpipla,Narmada,Gujarat
391816,Bharuch,Bharuch,Gujarat
394630,Surat,Surat,Gujarat
396110,Navsari,Navsari,Gujarat
400028,Mumbai,Mumbai,Maharashtra
402115,Alibag,Raigarh,Maharashtra
410301,Pune,Pune,Maharashtra
413577,Osmanabad,Osmanabad,Maharashtra
416314,Sangli,Sangli,Maharashtra
416407,Sangli,Sangli,Maharashtra
425126,Jalgaon,Jalgaon,Maharashtra
425417,Dhule,Dhule,Maharashtra
431105,Aurangabad,Aurangabad,Maharashtra
461005,Hoshangabad,Hoshangabad,Madhya Pradesh
465113,Shajapur,Shajapur,Madhya Pradesh
473664,Sehore,Sehore,Madhya Pradesh
474004,Gwalior,Gwalior,Madhya Pradesh
500660,Hyderabad,Hyderabad,Andhra Pradesh
501148,Ranga Reddy,Ranga Reddy,Andhra Pradesh
502108,Medak,Medak,Andhra Pradesh
508214,Nalgonda,Nalgonda,Andhra Pradesh
509203,Mahboobnagar,Mahboobnagar,Andhra Pradesh
515834,Anantapur,Anantapur,Andhra Pradesh
516164,Cuddapah,Cuddapah,Andhra Pradesh
517325,Chittoor,Chittoor,Andhra Pradesh
521326,Krishna,Krishna,Andhra Pradesh
522101,Guntur,Guntur,Andhra Pradesh
522281,Guntur,Guntur,Andhra Pradesh
522354,Guntur,Guntur,Andhra Pradesh
523211,Prakasam,Prakasam,Andhra Pradesh
533247,East Godavari,East Godavari,Andhra Pradesh
561211,Kolar,Kolar,Karnataka
561216,Venkatapura,Bangalore,Karnataka
571244,Somvarpet,Koduru,Karnataka
572105,Gauribidanur,Tumkur,Karnataka
573141,Channarayapatna,Hassan,Karnataka
574259,Mangalore,Dak. Kannada,Karnataka
576224,Mangalore,Dak. Kannada,Karnataka
576231,Mangalore,Dak. Kannada,Karnataka
577164,Chikamaglur,Chikamaglur,Karnataka
577429,Sorab,Shimoga,Karnataka
581102,Hangal,Dharwar,Karnataka
581166,Hangal,Dharwar,Karnataka
583201,Bellary,Bellary,Karnataka
586205,Bijapur,Bijapur,Karnataka
587137,Bijapur,Bijapur,Karnataka
591279,Belgaum,Belgaum,Karnataka
591285,Belgaum,Belgaum,Karnataka
604202,Vellore,Vellore,Tamil Nadu
604306,Vellore,Vellore,Tamil Nadu
605805,Vellore,Vellore,Tamil Nadu
613001,Thanjavur,Thanjavur,Tamil Nadu
614731,Thanjavur,Thanjavur,Tamil Nadu
614734,Thanjavur,Thanjavur,Tamil Nadu
621311,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
622203,Cuddalore,Cuddalore,Tamil Nadu
629702,Kanyakumari,Kanyakumari,Tamil Nadu
635819,Vellore,Vellore,Tamil Nadu
643210,Uthagamandalam,The Nilgiri,Tamil Nadu
670561,Pappinisseri,Kannur,Kerala
673305,Quilandy,Kozhikode,Kerala
673617,Kozhikode,Kozhikode,Kerala
678534,Thrissur,Thrissur,Kerala
680585,Thrissur,Thrissur,Kerala
680721,Thrissur,Thrissur,Kerala
686602,#N/A,Kottayam,Kerala
686673,Ernakulam,Ernakulam,Kerala
686674,Ernakulam,Ernakulam,Kerala
689583,Pathanamthitta,Pathanamthitta,Kerala
689654,Pathanamthitta,Pathanamthitta,Kerala
690546,Kollam,Kollam,Kerala
690574,Kollam,Kollam,Kerala
695301,Trivandrum,Trivandrum,Kerala
732202,English Bazar,Malda,West Bengal
737112,Gyalshing,West Sikkim,Sikkim
741123,Krishnagar,Nadiad,West Bengal
742135,Berhampore,Murshidabad,West Bengal
743180,Alipore,North 24 Parganas,West Bengal
752030,Balugaon,Kordha,Orissa
754253,Cuttack,Cuttack,Orissa
758002,Kendujhar,Kendujhar,Orissa
759106,Dhenkanal,Dhenkanal,Orissa
766110,Kalahandi,Kalahandi,Orissa
782104,Nagaon,Nagaon,Assam
783370,Kokrajhar,Kokrajhar,Assam
784104,Tezpur,Sonitpur,Assam
786101,Dibrugarh,Dibrugarh,Assam
788711,Karimganj,Karimganj,Assam
793112,Shillong,East Khasi Hills,Meghalaya
797111,Wokha,Kohima,Nagaland
799101,Amarpur,South Tripura,Tripura
802318,Arrah,Bhojpur,Bihar
814146,Dumka,Dumka,Jharkhand
822121,Grahwa,Grahwa,Jharkhand
828305,Dhanbad,Dhanbad,Jharkhand
829109,Hazaribagh,Hazaribagh,Jharkhand
841245,Saran,Saran,Bihar
847451,Saharsa,Saharsa,Bihar
848115,Samastipur,Samastipur,Bihar
851135,Begusarai,Begusarai,Bihar
110007,New Delhi,North Delhi,Delhi
110040,New Delhi,North West,Delhi
110048,New Delhi,South Delhi,Delhi
122005,Gurgaon,Gurgaon,Haryana
141117,Ludhiana,Ludhiana,Punjab
144418,Jalandhar,Jalandhar,Punjab
144619,Hoshiarpur,Hoshiarpur,Punjab
151005,Bhatinda,Bhatinda,Punjab
171204,Shimla,Shimla,Himachal Pradesh
201001,Ghaziabad,Ghaziabad,Uttar Pradesh
210125,Banda,Banda,Uttar Pradesh
212653,Fatehpur,Fatehpur,Uttar Pradesh
230135,Patti,Pratapgarh,Uttar Pradesh
232112,Varanasi,Varanasi,Uttar Pradesh
233223,Rampur,Ghazipur,Uttar Pradesh
245208,Ghaziabad,Ghaziabad,Uttar Pradesh
245401,Aurangabad,Bulandshahr,Uttar Pradesh
246146,Kanskhet,Pauri Garhwal,Uttaranchal
250402,Meerut,Meerut,Uttar Pradesh
261141,Maholi,Sitapur,Uttar Pradesh
262411,Bareilly,Bareilly,Uttar Pradesh
304501,Tonk,Tonk,Rajasthan
305022,Pushkar,Ajmer,Rajasthan
325003,Kota,Kota,Rajasthan
326516,Jhalawar,Jhalawar,Rajasthan
332737,Sikar,Sikar,Rajasthan
341035,Nagaur,Nagaur,Rajasthan
361007,Jamnagar,Jamnagar,Gujarat
380012,Ahmedabad,Ahmedabad,Gujarat
384211,Mahesana,Mahesana,Gujarat
387510,Nadiad,Kheda,Gujarat
392021,Bharuch,Bharuch,Gujarat
394230,Sachin,Surat,Gujarat
394640,Surat,Surat,Gujarat
403101,Panaji,North Goa,Goa
412103,Pune,Pune,Maharashtra
413309,Sholapur,Sholapur,Maharashtra
416007,Kolhapur,Kolhapur,Maharashtra
416206,Kolhapur,Kolhapur,Maharashtra
416212,Kolhapur,Kolhapur,Maharashtra
421304,Thane,Thane,Maharashtra
425432,Dhule,Dhule,Maharashtra
441923,Bhandara,Bhandara,Maharashtra
465220,Shajapur,Shajapur,Madhya Pradesh
466119,Sehore,Sehore,Madhya Pradesh
473665,Sasara,Rohtas,Bihar
481226,Hatta,Balaghat,Madhya Pradesh
486889,Sidhi,Sidhi,Madhya Pradesh
502102,Medak,Medak,Andhra Pradesh
503306,Nizamabad,Nizamabad,Andhra Pradesh
515164,Anantapur,Anantapur,Andhra Pradesh
518501,Nandyal,Kurnool,Andhra Pradesh
521329,Krishna,Krishna,Andhra Pradesh
522646,Guntur,Guntur,Andhra Pradesh
523290,Prakasam,Prakasam,Andhra Pradesh
533346,East Godavari,East Godavari,Andhra Pradesh
534154,West Godavari,West Godavari,Andhra Pradesh
563126,Kolar,Kolar,Karnataka
571251,Arkalgud,Koduru,Karnataka
572166,Shikarpur,Tumkur,Karnataka
577534,Chitradurga,Chitradurga,Karnataka
577566,Davanagere,Davanagere,Karnataka
585224,Shorapur,Gulbarga,Karnataka
585321,Yadgir,Gulbarga,Karnataka
586226,Indi,Bijapur,Karnataka
600086,Chennai,Chennai,Tamil Nadu
601304,Tiruvallur,Tiruvallur,Tamil Nadu
604406,Vellore,Vellore,Tamil Nadu
606712,Vellore,Vellore,Tamil Nadu
607107,Viluppuram,Viluppuram,Tamil Nadu
607207,Viluppuram,Viluppuram,Tamil Nadu
621716,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
623404,Sivaganga,Sivaganga,Tamil Nadu
624054,Dindigul,Dindigul,Tamil Nadu
626161,Virudhunagar,Virudhunagar,Tamil Nadu
626520,Madurai,Madurai,Tamil Nadu
629163,Kanyakumari,Kanyakumari,Tamil Nadu
629170,Kanyakumari,Kanyakumari,Tamil Nadu
629190,Kanyakumari,Kanyakumari,Tamil Nadu
635812,Vellore,Vellore,Tamil Nadu
635823,Dharmapuri,Dharmapuri,Tamil Nadu
670663,Kadambur,Kannur,Kerala
679584,Malapuram,Malapuram,Kerala
680313,Thrissur,Thrissur,Kerala
688539,Alappuzha,Alappuzha,Kerala
689108,Pathanamthitta,Pathanamthitta,Kerala
689674,#N/A,Pathanamthitta,Kerala
691326,Kollam,Kollam,Kerala
713160,Bardhaman,Bardhaman,West Bengal
722154,Bankura,Bankura,West Bengal
723103,Puruliya,Purulia,West Bengal
731223,Suri,Birbhum,West Bengal
731284,Suri,Birbhum,West Bengal
734213,Darjiling,Darjeeling,West Bengal
736146,Mathabhanga,Coochbehar,West Bengal
741190,Krishnagar,Nadiad,West Bengal
741503,Krishnagar,Nadiad,West Bengal
757077,Baripara,Mayurbhanj,Orissa
757078,Baripara,Mayurbhanj,Orissa
760034,Chatrapur,Ganjam,Orissa
785617,Jorhat,Jorhat,Assam
788801,Silchar,Chacher,Assam
795151,Senapati,Senapati,Manipur
801310,Biharsharif,Nalanda,Bihar
814103,Dumka,Dumka,Jharkhand
843159,Muzaffarpur,Muzaffarpur,Bihar
845424,Motihari,Purba Champaran,Bihar
851120,Begusarai,Begusarai,Bihar
851132,Begusarai,Begusarai,Bihar
852107,Madhepura,Madhepura,Bihar
854353,Purnia,Purnia,Bihar
854365,Purnia,Purnia,Bihar
124518,Rohtak,Rohtak,Haryana
132052,Panipat,Panipat,Haryana
132103,Panipat,Karnal,Haryana
141102,Ludhiana,Ludhiana,Punjab
144221,Hajipur,Fatehgarh Sahib,Punjab
144303,Jalandhar,Jalandhar,Punjab
144601,Kapurthala,Kapurthala,Punjab
175047,Mandi,Mandi,Himachal Pradesh
175123,Banjar,Kullu,Himachal Pradesh
209861,Gangaghat,Unnao,Uttar Pradesh
210208,Manikpur,Banda,Uttar Pradesh
225122,Satrikh,Barabanki,Uttar Pradesh
243632,Badaun,Badaun,Uttar Pradesh
244102,Moradabad,Moradabad,Uttar Pradesh
246438,Gopeshwar,Chamoli,Uttaranchal
262502,Pithoragarh,Pithoragarh,Uttaranchal
